Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country,Cost Category,Budget Range,Primary Cuisine,Cuisine List,Normalized Rating,Normalized Votes,Popularity Score
6309903,silantro fil-mex,162,Pasig City,"75 East Capitol Drive, Kapitolyo, Pasig City",kapitolyo,"kapitolyo, pasig city",121.057916,14.567689,"filipino, mexican",800,Botswana Pula(P),False,False,False,No,3,4.9,Dark Green,Excellent,1070,Phillipines,high,4,filipino,"['filipino', 'mexican']",4.9,0.09785988659228095,0.7153579659776843
6309455,mad mark's creamery & good eats,162,Pasig City,"23 East Capitol Drive, Kapitolyo, Pasig City",kapitolyo,"kapitolyo, pasig city",121.06082,14.570849,"american, ice cream, desserts",900,Botswana Pula(P),True,False,False,No,3,4.2,Green,Very Good,488,Phillipines,high,4,american,"['american', 'ice cream', 'desserts']",4.2,0.04463142491311505,0.6013894274739345
6318433,silantro fil-mex,162,Quezon City,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","up town center, diliman, quezon city","up town center, diliman, quezon city, quezon city",121.075419,14.649503,"filipino, mexican",800,Botswana Pula(P),False,False,False,No,3,4.8,Dark Green,Excellent,294,Phillipines,high,4,filipino,"['filipino', 'mexican']",4.8,0.026888604353393086,0.6800665813060178
6310470,guevarra's,162,San Juan City,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",addition hills,"addition hills, san juan city",121.0335917,14.59345,filipino,1000,Botswana Pula(P),True,False,False,No,3,4.2,Green,Very Good,458,Phillipines,high,4,filipino,['filipino'],4.2,0.04188768977501372,0.6005663069325041
6314605,sodam korean restaurant,162,San Juan City,"17 J. Abad Santos Drive, Little Baguio, San Juan City",little baguio,"little baguio, san juan city",121.03811,14.59889,korean,700,Botswana Pula(P),False,False,False,No,3,4.3,Green,Very Good,223,Phillipines,medium,3,korean,['korean'],4.3,0.020395097859886593,0.608118529357966
18185059,cafe arabelle,162,Santa Rosa,"Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa","nuvali, don jose, santa rosa","nuvali, don jose, santa rosa, santa rosa",121.05704,14.237082,"cafe, american, italian, filipino",800,Botswana Pula(P),False,False,False,No,3,3.6,Yellow,Good,29,Phillipines,high,4,cafe,"['cafe', 'american', 'italian', 'filipino']",3.6,0.0026522773001646243,0.5047956831900494
18182702,nonna's pasta & pizzeria,162,Santa Rosa,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","solenad 3, don jose, santa rosa","solenad 3, don jose, santa rosa, santa rosa",121.0565874,14.23767897,"italian, pizza",850,Botswana Pula(P),False,False,False,No,3,4.0,Green,Very Good,72,Phillipines,high,4,italian,"['italian', 'pizza']",4.0,0.006584964331443205,0.5619754892994329
6318213,balay dako,162,Tagaytay City,"Aguinaldo Highway, Tagaytay City",tagaytay city,"tagaytay city, tagaytay city",120.951589,14.101834,filipino,1200,Botswana Pula(P),True,False,False,No,3,4.5,Dark Green,Excellent,211,Phillipines,high,4,filipino,['filipino'],4.5,0.019297603804646058,0.6357892811413938
18255654,hobing korean dessert cafe,162,Taguig City,"Third Floor, BGC Stopover Pavillion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City","bgc stopover pavillion, bonifacio global city","bgc stopover pavillion, bonifacio global city, taguig city",121.045878,14.55436,"cafe, korean, desserts",600,Botswana Pula(P),False,False,False,No,2,4.5,Dark Green,Excellent,118,Phillipines,medium,3,cafe,"['cafe', 'korean', 'desserts']",4.5,0.010792024876531919,0.6332376074629595
6308205,wildflour cafe + bakery,162,Taguig City,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City",bonifacio global city,"bonifacio global city, taguig city",121.04622,14.549337,"cafe, bakery, american, italian",1500,Botswana Pula(P),True,False,False,No,4,4.4,Green,Very Good,392,Phillipines,high,4,cafe,"['cafe', 'bakery', 'american', 'italian']",4.4,0.03585147247119078,0.6267554417413572
6315438,niu by vikings,162,Taguig City,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","sm aura premier, bonifacio global city, taguig city","sm aura premier, bonifacio global city, taguig city, taguig city",121.053725,14.545858,"seafood, american, mediterranean, japanese",3000,Botswana Pula(P),True,False,False,No,4,4.7,Dark Green,Excellent,535,Phillipines,high,4,seafood,"['seafood', 'american', 'mediterranean', 'japanese']",4.7,0.04892994329614048,0.6726789829888422
6310406,the food hall by todd english,162,Taguig City,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","sm aura premier, bonifacio global city, taguig city","sm aura premier, bonifacio global city, taguig city, taguig city",121.0534998,14.54565535,"american, asian, italian, seafood",1800,Botswana Pula(P),True,False,False,No,4,4.5,Dark Green,Excellent,618,Phillipines,high,4,american,"['american', 'asian', 'italian', 'seafood']",4.5,0.056520943844887504,0.6469562831534662
6600681,chez michou,30,Brasí_lia,"SCLN, 208, Bloco A, Loja 30, Asa Norte, Brasí_lia",asa norte,"asa norte, brasí_lia",-47.88178889,-15.76414167,"fast food, french",55,Brazilian Real(R$),False,False,False,No,2,3.0,Orange,Average,6,Brazil,low,1,fast food,"['fast food', 'french']",3.0,0.000548747027620267,0.42016462410828603
6601005,cafí© daniel briand,30,Brasí_lia,"SCLN 104, Bloco A, Loja 26, Asa Norte, Brasí_lia",asa norte,"asa norte, brasí_lia",-47.88266667,-15.7775,cafe,30,Brazilian Real(R$),False,False,False,No,1,3.8,Yellow,Good,9,Brazil,low,1,cafe,['cafe'],3.8,0.0008231205414304006,0.532246936162429
6600292,casa do biscoito mineiro,30,Brasí_lia,"SCLN 210, Bloco D, Loja 36/48, Asa Norte, Brasí_lia",asa norte,"asa norte, brasí_lia",-47.88213611,-15.75747222,bakery,45,Brazilian Real(R$),False,False,False,No,2,3.7,Yellow,Good,11,Brazil,low,1,bakery,['bakery'],3.7,0.001006036217303823,0.5183018108651911
6600441,maori,30,Brasí_lia,"CLN 110, Bloco D, Loja 28, Asa Norte, Brasí_lia",asa norte,"asa norte, brasí_lia",-47.88816667,-15.75883333,brazilian,60,Brazilian Real(R$),False,False,False,No,3,3.8,Yellow,Good,11,Brazil,low,1,brazilian,['brazilian'],3.8,0.001006036217303823,0.532301810865191
6600970,pizza íæ bessa,30,Brasí_lia,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasí_lia",asa sul,"asa sul, brasí_lia",-47.91566667,-15.83116667,pizza,50,Brazilian Real(R$),False,False,False,No,2,3.2,Orange,Average,11,Brazil,low,1,pizza,['pizza'],3.2,0.001006036217303823,0.4483018108651911
6600379,sushi loko,30,Brasí_lia,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",asa sul,"asa sul, brasí_lia",-47.91566667,-15.831,japanese,80,Brazilian Real(R$),False,False,False,No,3,3.1,Orange,Average,10,Brazil,low,1,japanese,['japanese'],3.1,0.0009145783793671117,0.43427437351381015
6600214,beirute,30,Brasí_lia,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Brasí_lia",asa sul,"asa sul, brasí_lia",-47.9075,-15.82,arabian,90,Brazilian Real(R$),False,False,False,No,3,3.7,Yellow,Good,8,Brazil,low,1,arabian,['arabian'],3.7,0.0007316627034936894,0.5182194988110481
6601218,new koto,30,Brasí_lia,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",asa sul,"asa sul, brasí_lia",-47.91016667,-15.82733333,japanese,200,Brazilian Real(R$),False,False,False,No,4,3.7,Yellow,Good,5,Brazil,low,1,japanese,['japanese'],3.7,0.00045728918968355586,0.5181371867569051
6600060,sandubas cafí©,30,Brasí_lia,"Edifí_cio Josí© Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Brasí_lia",asa sul,"asa sul, brasí_lia",-47.89016667,-15.797,"brazilian, cafe",30,Brazilian Real(R$),False,False,False,No,1,0.0,White,Not rated,2,Brazil,low,1,brazilian,"['brazilian', 'cafe']",0.0,0.00018291567587342235,5.48747027620267e-05
6600083,villa tevere,30,Brasí_lia,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",asa sul,"asa sul, brasí_lia",-47.92366667,-15.83133333,italian,150,Brazilian Real(R$),False,False,False,No,4,4.1,Green,Very Good,12,Brazil,low,1,italian,['italian'],4.1,0.001097494055240534,0.5743292482165722
6601515,rovereto,30,Brasí_lia,"Rua 13 Norte, Lote 4, íguas Claras, Brasí_lia",íguas claras,"íguas claras, brasí_lia",-48.019,-15.83716667,pizza,100,Brazilian Real(R$),False,False,False,No,4,3.1,Orange,Average,9,Brazil,low,1,pizza,['pizza'],3.1,0.0008231205414304006,0.4342469361624291
6601361,buena carne,30,Brasí_lia,"Avenida Araucíçrias, 1325, Loja 19, íguas Claras, Brasí_lia",íguas claras,"íguas claras, brasí_lia",-48.01909167,-15.839775,"bar food, brazilian",60,Brazilian Real(R$),False,False,False,No,3,3.6,Yellow,Good,9,Brazil,low,1,bar food,"['bar food', 'brazilian']",3.6,0.0008231205414304006,0.5042469361624291
6601602,taco pep,30,Brasí_lia,"Vila Malls, Avenida das Castanheiras, Lote 1060, íguas Claras, Brasí_lia",íguas claras,"íguas claras, brasí_lia",-48.01666667,-15.83483333,"mexican, grill",100,Brazilian Real(R$),False,False,False,No,4,4.3,Green,Very Good,29,Brazil,low,1,mexican,"['mexican', 'grill']",4.3,0.0026522773001646243,0.6027956831900494
6601589,coco bambu,30,Brasí_lia,"Brasí_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Brasí_lia","brasí_lia shopping, asa norte","brasí_lia shopping, asa norte, brasí_lia",-47.889,-15.7865,international,230,Brazilian Real(R$),False,False,False,No,4,4.2,Green,Very Good,17,Brazil,low,1,international,['international'],4.2,0.00155478324492409,0.5884664349734772
6601862,taypíç,30,Brasí_lia,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Brasí_lia",lago sul,"lago sul, brasí_lia",-47.872359,-15.860621,"peruvian, latin american",100,Brazilian Real(R$),False,False,False,No,4,3.6,Yellow,Good,5,Brazil,low,1,peruvian,"['peruvian', 'latin american']",3.6,0.00045728918968355586,0.5041371867569051
6601595,outback steakhouse,30,Brasí_lia,"ParkShopping - Piso 2, SAI/SO, írea 6580, Guaríç I, Brasí_lia","parkshopping, guaríç i","parkshopping, guaríç i, brasí_lia",-47.95628333,-15.83451389,"american, grill",150,Brazilian Real(R$),False,False,False,No,4,4.0,Green,Very Good,10,Brazil,low,1,american,"['american', 'grill']",4.0,0.0009145783793671117,0.56027437351381
6601158,manzuíç,30,Brasí_lia,"Pontí£o Lago Sul, SHIS 10, Lote 9, Lago Sul, Brasí_lia","pontí£o lago sul, lago sul","pontí£o lago sul, lago sul, brasí_lia",-47.87283333,-15.82566667,seafood,240,Brazilian Real(R$),False,False,False,No,4,3.2,Orange,Average,6,Brazil,low,1,seafood,['seafood'],3.2,0.000548747027620267,0.44816462410828606
6600427,coco bambu,30,Brasí_lia,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Brasí_lia",setor de clubes esportivos sul,"setor de clubes esportivos sul, brasí_lia",-47.8685,-15.819,international,230,Brazilian Real(R$),False,False,False,No,4,4.9,Dark Green,Excellent,30,Brazil,low,1,international,['international'],4.9,0.0027437351381013352,0.6868231205414305
6600116,gero,30,Brasí_lia,"Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Brasí_lia","shopping iguatemi, lago norte","shopping iguatemi, lago norte, brasí_lia",-47.885812,-15.720118,italian,350,Brazilian Real(R$),False,False,False,No,4,3.3,Orange,Average,8,Brazil,medium,2,italian,['italian'],3.3,0.0007316627034936894,0.462219498811048
6601457,brazilian american burgers,30,Brasí_lia,"CLSN 301, Bloco C, Loja 86, Sudoeste, Brasí_lia",sudoeste,"sudoeste, brasí_lia",-47.92102778,-15.79753056,"american, burger",50,Brazilian Real(R$),False,False,False,No,2,3.6,Yellow,Good,9,Brazil,low,1,american,"['american', 'burger']",3.6,0.0008231205414304006,0.5042469361624291
7303219,pesqueiro eco gourmet,30,Rio de Janeiro,"Praia da Barra da Tijuca, Avenida Lí_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",barra da tijuca,"barra da tijuca, rio de janeiro",-43.377,-23.0115,"seafood, bar food, brazilian",140,Brazilian Real(R$),False,False,False,No,4,4.0,Green,Very Good,7,Brazil,low,1,seafood,"['seafood', 'bar food', 'brazilian']",4.0,0.0006402048655569782,0.560192061459667
7304307,confeitaria colombo,30,Rio de Janeiro,"Rua Goní_alves Dias, 32, Centro, Rio de Janeiro",centro,"centro, rio de janeiro",-43.178826,-22.905293,"desserts, cafe",100,Brazilian Real(R$),False,False,False,No,4,4.8,Dark Green,Excellent,29,Brazil,low,1,desserts,"['desserts', 'cafe']",4.8,0.0026522773001646243,0.6727956831900493
7301215,bibi,30,Rio de Janeiro,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",copacabana,"copacabana, rio de janeiro",-43.18669167,-22.97207222,"juices, healthy food",60,Brazilian Real(R$),False,False,False,No,3,4.7,Dark Green,Excellent,24,Brazil,low,1,juices,"['juices', 'healthy food']",4.7,0.002194988110481068,0.6586584964331443
7300596,cervantes,30,Rio de Janeiro,"Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",copacabana,"copacabana, rio de janeiro",-43.17583333,-22.96216667,"beverages, bar food, fast food",90,Brazilian Real(R$),False,False,False,No,3,4.5,Dark Green,Excellent,29,Brazil,low,1,beverages,"['beverages', 'bar food', 'fast food']",4.5,0.0026522773001646243,0.6307956831900494
7300612,amir,30,Rio de Janeiro,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",copacabana,"copacabana, rio de janeiro",-43.176,-22.96516667,lebanese,170,Brazilian Real(R$),False,False,False,No,4,4.2,Green,Very Good,11,Brazil,low,1,lebanese,['lebanese'],4.2,0.001006036217303823,0.5883018108651911
7300704,tt burger,30,Rio de Janeiro,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro","galeria river, copacabana","galeria river, copacabana, rio de janeiro",-43.191,-22.98683333,burger,60,Brazilian Real(R$),False,False,False,No,3,4.8,Dark Green,Excellent,19,Brazil,low,1,burger,['burger'],4.8,0.0017376989207975124,0.6725213096762391
7300955,braseiro da gíçvea,30,Rio de Janeiro,"Praí_a Santos Dumont, 116, Gíçvea, Rio de Janeiro",gíçvea,"gíçvea, rio de janeiro",-43.227042,-22.973507,"brazilian, bar food",100,Brazilian Real(R$),False,False,False,No,4,4.9,Dark Green,Excellent,40,Brazil,low,1,brazilian,"['brazilian', 'bar food']",4.9,0.003658313517468447,0.6870974940552406
7300521,balada mix,30,Rio de Janeiro,"Rua Aní_bal de Mendoní_a, 37, Ipanema, Rio de Janeiro",ipanema,"ipanema, rio de janeiro",-43.211425,-22.98520833,"brazilian, healthy food, juices, pizza",90,Brazilian Real(R$),False,False,False,No,3,4.6,Dark Green,Excellent,21,Brazil,low,1,brazilian,"['brazilian', 'healthy food', 'juices', 'pizza']",4.6,0.0019206145966709346,0.6445761843790012
7300515,garota de ipanema,30,Rio de Janeiro,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",ipanema,"ipanema, rio de janeiro",-43.203,-22.98533333,"brazilian, bar food",120,Brazilian Real(R$),False,False,False,No,4,4.9,Dark Green,Excellent,49,Brazil,low,1,brazilian,"['brazilian', 'bar food']",4.9,0.004481434058898848,0.6873444302176697
7300483,zazíç bistríç tropical,30,Rio de Janeiro,"Rua Joana Angí©lica, 40, Ipanema, Rio de Janeiro",ipanema,"ipanema, rio de janeiro",-43.20520833,-22.98531944,brazilian,170,Brazilian Real(R$),False,False,False,No,4,4.6,Dark Green,Excellent,21,Brazil,low,1,brazilian,['brazilian'],4.6,0.0019206145966709346,0.6445761843790012
7301064,filí© de ouro,30,Rio de Janeiro,"Rua Jardim Botí¢nico, 731, Jardim Botí¢nico, Lagoa, Rio de Janeiro",lagoa,"lagoa, rio de janeiro",-43.219563,-22.966647,brazilian,90,Brazilian Real(R$),False,False,False,No,3,4.3,Green,Very Good,14,Brazil,low,1,brazilian,['brazilian'],4.3,0.0012804097311139564,0.6023841229193342
7304312,d.o.c ristorante,30,Rio de Janeiro,"Le Monde, Bloco 3, Lojas A/B, Avenida das Amí©ricas, 3500, Barra da Tijuca, Rio de Janeiro","le monde, barra da tijuca","le monde, barra da tijuca, rio de janeiro",-43.34879167,-22.99991111,italian,150,Brazilian Real(R$),False,False,False,No,4,4.0,Green,Very Good,5,Brazil,low,1,italian,['italian'],4.0,0.00045728918968355586,0.560137186756905
7300004,sushi leblon,30,Rio de Janeiro,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",leblon,"leblon, rio de janeiro",-43.227,-22.98416667,japanese,250,Brazilian Real(R$),False,False,False,No,4,4.6,Dark Green,Excellent,25,Brazil,low,1,japanese,['japanese'],4.6,0.0022864459484177794,0.6446859337845252
7300868,talho capixaba,30,Rio de Janeiro,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",leblon,"leblon, rio de janeiro",-43.22566667,-22.98516667,"bakery, sandwich, brazilian",120,Brazilian Real(R$),False,False,False,No,4,4.4,Green,Very Good,13,Brazil,low,1,bakery,"['bakery', 'sandwich', 'brazilian']",4.4,0.0011889518931772452,0.6163566855679532
7302637,leme light,30,Rio de Janeiro,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",leme,"leme, rio de janeiro",-43.17279167,-22.963925,brazilian,40,Brazilian Real(R$),False,False,False,No,2,4.2,Green,Very Good,7,Brazil,low,1,brazilian,['brazilian'],4.2,0.0006402048655569782,0.5881920614596671
7302140,shirley,30,Rio de Janeiro,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",leme,"leme, rio de janeiro",-43.17126389,-22.96337222,"brazilian, seafood",250,Brazilian Real(R$),False,False,False,No,4,4.2,Green,Very Good,8,Brazil,low,1,brazilian,"['brazilian', 'seafood']",4.2,0.0007316627034936894,0.5882194988110481
7305048,quiosque chopp brahma,30,Rio de Janeiro,"Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ",madureira,"madureira, rio de janeiro",-43.341164,-22.870413,"bar food, brazilian",70,Brazilian Real(R$),False,False,False,No,3,0.0,White,Not rated,1,Brazil,low,1,bar food,"['bar food', 'brazilian']",0.0,9.145783793671118e-05,2.743735138101335e-05
7302898,aprazí_vel,30,Rio de Janeiro,"Rua Aprazí_vel, 62, Santa Teresa, Rio de Janeiro",santa teresa,"santa teresa, rio de janeiro",-43.18736944,-22.92481389,brazilian,300,Brazilian Real(R$),False,False,False,No,4,4.7,Dark Green,Excellent,44,Brazil,medium,2,brazilian,['brazilian'],4.7,0.004024144869215292,0.6592072434607646
7302859,aconchego carioca,30,Rio de Janeiro,"Rua Barí£o de Iguatemi, 379, Tijuca, Rio de Janeiro",tijuca,"tijuca, rio de janeiro",-43.21551111,-22.91370833,"brazilian, bar food",85,Brazilian Real(R$),False,False,False,No,3,4.6,Dark Green,Excellent,24,Brazil,low,1,brazilian,"['brazilian', 'bar food']",4.6,0.002194988110481068,0.6446584964331442
7301700,garota de ipanema,30,Rio de Janeiro,"Avenida Joí£o Alves, 56, Urca, Rio de Janeiro",urca,"urca, rio de janeiro",-43.16266667,-22.94783333,"brazilian, bar food",80,Brazilian Real(R$),False,False,False,No,3,4.3,Green,Very Good,10,Brazil,low,1,brazilian,"['brazilian', 'bar food']",4.3,0.0009145783793671117,0.6022743735138101
6706313,cantina famiglia mancini,30,Sí£o Paulo,"Rua Avanhandava, 81, Bela Vista, Sí£o Paulo 10000","bela vista, centro","bela vista, centro, sí£o paulo",-46.64516667,-23.55066667,"italian, pizza",250,Brazilian Real(R$),False,False,False,No,4,4.5,Dark Green,Excellent,49,Brazil,low,1,italian,"['italian', 'pizza']",4.5,0.004481434058898848,0.6313444302176696
6704326,templo da carne - marcos bassi,30,Sí£o Paulo,"Rua Treze de Maio, 668, Bela Vista, Sí£o Paulo 01327000","bela vista, centro","bela vista, centro, sí£o paulo",-46.64633333,-23.559,"steak, bbq",250,Brazilian Real(R$),False,False,False,No,4,4.4,Green,Very Good,17,Brazil,low,1,steak,"['steak', 'bbq']",4.4,0.00155478324492409,0.6164664349734772
6711179,gopala hari,30,Sí£o Paulo,"Rua Antonio Carlos, 429, Consolaí_í£o, Sí£o Paulo",consolaí_í£o,"consolaí_í£o, sí£o paulo",-46.65866667,-23.55616667,indian,70,Brazilian Real(R$),False,False,False,No,3,3.1,Orange,Average,5,Brazil,low,1,indian,['indian'],3.1,0.00045728918968355586,0.43413718675690505
6702797,jiquitaia,30,Sí£o Paulo,"Rua AntíÇnio Carlos, 268, Consolaí_í£o, Sí£o Paulo",consolaí_í£o,"consolaí_í£o, sí£o paulo",-46.657523,-23.55671,brazilian,100,Brazilian Real(R$),False,False,False,No,4,4.1,Green,Very Good,15,Brazil,low,1,brazilian,['brazilian'],4.1,0.0013718675690506676,0.5744115602707152
6700475,skye - hotel unique,30,Sí£o Paulo,"Hotel Unique, Avenida Brigadeiro Luí_s AntíÇnio, 4700, Jardim Paulista, Sí£o Paulo","hotel unique, jardim paulista","hotel unique, jardim paulista, sí£o paulo",-46.666851,-23.581688,"beverages, international",300,Brazilian Real(R$),False,False,False,No,4,4.8,Dark Green,Excellent,59,Brazil,medium,2,beverages,"['beverages', 'international']",4.8,0.0053960124382659595,0.6736188037314798
6713413,les 3 brasseurs,30,Sí£o Paulo,"Rua Jesuí_no Arruda, 470, Itaim Bibi, Sí£o Paulo",itaim bibi,"itaim bibi, sí£o paulo",-46.67511,-23.582135,"french, brazilian, beverages",120,Brazilian Real(R$),False,False,False,No,4,4.6,Dark Green,Excellent,30,Brazil,low,1,french,"['french', 'brazilian', 'beverages']",4.6,0.0027437351381013352,0.6448231205414303
6714340,red steak & burger,30,Sí£o Paulo,"Rua Tabapuí£, 1417, Itaim Bibi, Sí£o Paulo",itaim bibi,"itaim bibi, sí£o paulo",-46.683888,-23.585324,"brazilian, grill",75,Brazilian Real(R$),False,False,False,No,3,3.9,Yellow,Good,5,Brazil,low,1,brazilian,"['brazilian', 'grill']",3.9,0.00045728918968355586,0.5461371867569051
6710645,cantinho da gula,30,Sí£o Paulo,"Rua Pedroso Alvarenga, 522, Itaim Bibi, Sí£o Paulo, SP",itaim bibi,"itaim bibi, sí£o paulo",-46.67566667,-23.581,brazilian,55,Brazilian Real(R$),False,False,False,No,2,0.0,White,Not rated,0,Brazil,low,1,brazilian,['brazilian'],0.0,0.0,0.0
6700402,paris 6 classique,30,Sí£o Paulo,"Rua Haddock Lobo, 1240, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo",jardim paulista,"jardim paulista, sí£o paulo",-46.666041,-23.561568,french,200,Brazilian Real(R$),False,False,False,No,4,3.4,Orange,Average,73,Brazil,low,1,french,['french'],3.4,0.006676422169379916,0.47800292665081395
